Item #	Pic File	Name	Value	Equip Stat	Skill Group	Mod1	Mod2	material	ID/Rep/St	Not identified name	Sprite Index	VarA	VarB	Equip X	Equip Y	Notes
303	item184	Feueraura	40	Sscroll	Misc	S4	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
304	item185	Eile	50	Sscroll	Misc	S5	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
305	item185	Feuerball	75	Sscroll	Misc	S6	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
306	item185	Feuerdorn	100	Sscroll	Misc	S7	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
307	item186	Feuerring	150	Sscroll	Misc	S8	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
308	item186	Meteorregen	200	Sscroll	Misc	S9	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
309	item186	Inferno	300	Sscroll	Misc	S10	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
310	item183	Verbrennen	500	Sscroll	Misc	S11	1	2	15	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
311	item184	Magisches Auge	10	Sscroll	Misc	S12	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
312	item184	Federfall	20	Sscroll	Misc	S13	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
313	item184	Elektro - Resistenz	30	Sscroll	Misc	S14	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
314	item184	Funkenflug	40	Sscroll	Misc	S15	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
315	item185	Sprung	50	Sscroll	Misc	S16	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
316	item185	Schild	75	Sscroll	Misc	S17	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
317	item185	Blitzstrahl	100	Sscroll	Misc	S18	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
318	item186	Unsichtbarkeit	150	Sscroll	Misc	S19	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
319	item186	Implosion	200	Sscroll	Misc	S20	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
320	item186	Fliegen	300	Sscroll	Misc	S21	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
321	item183	Sternenfeuer	500	Sscroll	Misc	S22	1	2	15	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
322	item184	Erwachen	10	Sscroll	Misc	S23	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
323	item184	Giftnebel	20	Sscroll	Misc	S24	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
324	item184	Kälte - Resistenz	30	Sscroll	Misc	S25	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
325	item184	Eisstrahl	40	Sscroll	Misc	S26	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
326	item185	Wasserwandeln	50	Sscroll	Misc	S27	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
327	item185	Aufladen	75	Sscroll	Misc	S28	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
328	item185	Säurestrahl	100	Sscroll	Misc	S29	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
329	item186	Verzaubern	150	Sscroll	Misc	S30	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
330	item186	Stadtportal	200	Sscroll	Misc	S31	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
331	item186	Eissturm	300	Sscroll	Misc	S32	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
332	item183	Leuchtfeuer	500	Sscroll	Misc	S33	1	2	15	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
333	item184	Betäuben	10	Sscroll	Misc	S34	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
334	item184	Verlangsamen	20	Sscroll	Misc	S35	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
335	item184	Magie - Resistenz	30	Sscroll	Misc	S36	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
336	item184	Todesschwarm	40	Sscroll	Misc	S37	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
337	item185	Steinhaut	50	Sscroll	Misc	S38	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
338	item185	Klinge	75	Sscroll	Misc	S39	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
339	item185	Stein zu Fleisch	100	Sscroll	Misc	S40	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
340	item186	Felsenattacke	150	Sscroll	Misc	S41	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
341	item186	Telekinese	200	Sscroll	Misc	S42	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
342	item186	Todesblüte	300	Sscroll	Misc	S43	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
343	item183	Schwerezauber	500	Sscroll	Misc	S44	1	2	15	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
344	item184	Leben erspüren	10	Sscroll	Misc	S45	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
345	item184	Segen	20	Sscroll	Misc	S46	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
346	item184	Spektralisieren	30	Sscroll	Misc	S47	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
347	item184	Untote verjagen	40	Sscroll	Misc	S48	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
348	item185	Fluch entfernen	50	Sscroll	Misc	S49	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
349	item185	Bewahrung	75	Sscroll	Misc	S50	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
350	item185	Heldentum	100	Sscroll	Misc	S51	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
351	item186	Seelengeißel	150	Sscroll	Misc	S52	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
352	item186	Tote auferwecken	200	Sscroll	Misc	S53	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
353	item186	geteiltes Leben	300	Sscroll	Misc	S54	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
354	item183	Auferstehung	500	Sscroll	Misc	S55	1	2	15	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
355	item184	Furcht verjagen	10	Sscroll	Misc	S56	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
356	item184	Nervenschock	20	Sscroll	Misc	S57	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
357	item184	Geistes - Resistenz	30	Sscroll	Misc	S58	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
358	item184	Aura des Konflikts	40	Sscroll	Misc	S59	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
359	item185	Charme	50	Sscroll	Misc	S60	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
360	item185	Lähmung heilen	75	Sscroll	Misc	S61	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
361	item185	Hirnschlag	100	Sscroll	Misc	S65	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
362	item186	Massenfurcht	150	Sscroll	Misc	S63	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
363	item186	Berserker	200	Sscroll	Misc	S62	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
364	item186	Irrsinn heilen	300	Sscroll	Misc	S64	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
365	item183	Versklaven	500	Sscroll	Misc	S66	1	2	15	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
366	item184	Schwäche heilen	10	Sscroll	Misc	S67	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
367	item184	Heilen	20	Sscroll	Misc	S68	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
368	item184	Gift - Resistenz	30	Sscroll	Misc	S69	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
369	item184	Verletzen	40	Sscroll	Misc	S70	1	2	1	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
370	item185	Regeneration	50	Sscroll	Misc	S71	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
371	item185	Gift heilen	75	Sscroll	Misc	S72	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
372	item185	Hammerhand	100	Sscroll	Misc	S73	1	2	3	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
373	item186	Lebenselixier	150	Sscroll	Misc	S74	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
374	item186	Unwandelbarkeit	200	Sscroll	Misc	S75	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
375	item186	Fliegende Faust	300	Sscroll	Misc	S76	1	2	7	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
376	item183	Kraftheilung	500	Sscroll	Misc	S77	1	2	15	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
377	item184	Lichtpfeil	100	Sscroll	Misc	S78	1	2	6	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
378	item184	Untote vernichten	150	Sscroll	Misc	S79	1	2	6	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
379	item184	Magie vertreiben	200	Sscroll	Misc	S80	1	2	6	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
380	item184	Lähmen	250	Sscroll	Misc	S81	1	2	6	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
381	item185	Lichtelementar beschwören	300	Sscroll	Misc	S82	1	2	12	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
382	item185	Tag der Götter	350	Sscroll	Misc	S83	1	2	12	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
383	item185	Prismenfeuer	400	Sscroll	Misc	S84	1	2	12	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
384	item186	Tag des Schutzes	500	Sscroll	Misc	S85	1	2	18	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
385	item186	Stunde der Macht	600	Sscroll	Misc	S86	1	2	18	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
386	item186	Solarstrahl	750	Sscroll	Misc	S87	1	2	18	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
387	item183	Gottes Eingriff	1000	Sscroll	Misc	S88	1	2	24	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
388	item184	Wiederbeleben	100	Sscroll	Misc	S89	1	2	6	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
389	item184	Giftwolke	150	Sscroll	Misc	S90	1	2	6	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
390	item184	Vampirfluch	200	Sscroll	Misc	S91	1	2	6	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
391	item184	Schrumpfstrahl	250	Sscroll	Misc	S92	1	2	6	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
392	item185	Schrapnell	300	Sscroll	Misc	S93	1	2	12	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
393	item185	Untote beherrschen	350	Sscroll	Misc	S94	1	2	12	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
394	item185	Schmerzreflexion	400	Sscroll	Misc	S95	1	2	12	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
395	item186	Opferung	500	Sscroll	Misc	S96	1	2	18	Spruchrolle	77	0	0	0	0	Eine Zauberspruchrolle. Um den Zauber anzuwenden, muß die Spruchrolle auf das Charakterbild im Inventory geklickt werden.
